-5.880 -6.880  8.479 14.362 0.007 26.165 1.000 -2.398e+01 -4.371e-01 -1.957e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.289e+01 -1.896e+01 -2.400e+01 -2.399e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -1.005e+01 -5.634e+00 -6.039e+00 -2.400e+01 -1.861e+01 -1.394e+01 -8.223e-01 -6.069e+00 -5.313e+00 -2.400e+01 -1.006e+01 -1.495e+01 -6.948e+00 -2.400e+01 -2.400e+01 -2.138e+01 -2.400e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.166e+01 -1.219e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.133e+01 -2.386e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -9.467e+00 -1.405e+01 -4.793e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.098e+01 -2.369e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.400e+01 -2.400e+01 -2.400e+01 -1.999e+01 -1.832e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.985e+01 -1.860e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.399e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.932e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.760 -6.760  8.600 14.363 0.007 26.304 1.000 -2.398e+01 -4.371e-01 -1.945e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.277e+01 -1.872e+01 -2.400e+01 -2.399e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.928e+00 -5.634e+00 -6.039e+00 -2.400e+01 -1.837e+01 -1.382e+01 -8.223e-01 -6.069e+00 -5.313e+00 -2.400e+01 -9.942e+00 -1.483e+01 -6.948e+00 -2.400e+01 -2.400e+01 -2.114e+01 -2.399e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.154e+01 -1.207e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.109e+01 -2.378e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -9.345e+00 -1.393e+01 -4.793e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.074e+01 -2.355e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.400e+01 -2.400e+01 -2.400e+01 -1.987e+01 -1.820e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.973e+01 -1.848e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.398e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.920e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.640 -6.640  8.721 14.364 0.007 26.208 1.000 -2.398e+01 -4.371e-01 -1.933e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.265e+01 -1.848e+01 -2.400e+01 -2.397e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.807e+00 -5.634e+00 -6.039e+00 -2.400e+01 -1.813e+01 -1.370e+01 -8.223e-01 -6.069e+00 -5.313e+00 -2.400e+01 -9.821e+00 -1.471e+01 -6.948e+00 -2.400e+01 -2.400e+01 -2.090e+01 -2.399e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.142e+01 -1.195e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.085e+01 -2.366e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -9.224e+00 -1.381e+01 -4.793e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.050e+01 -2.338e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.400e+01 -2.400e+01 -2.400e+01 -1.975e+01 -1.808e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.961e+01 -1.836e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.397e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.908e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.520 -6.520  8.842 14.365 0.007 26.349 1.000 -2.398e+01 -4.371e-01 -1.922e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.253e+01 -1.824e+01 -2.400e+01 -2.393e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.686e+00 -5.634e+00 -6.039e+00 -2.400e+01 -1.789e+01 -1.358e+01 -8.223e-01 -6.069e+00 -5.313e+00 -2.400e+01 -9.701e+00 -1.459e+01 -6.948e+00 -2.400e+01 -2.400e+01 -2.065e+01 -2.398e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.130e+01 -1.183e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.061e+01 -2.351e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -9.102e+00 -1.369e+01 -4.793e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.025e+01 -2.318e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.400e+01 -2.400e+01 -2.400e+01 -1.962e+01 -1.796e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.949e+01 -1.824e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.395e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.895e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.400 -6.400  8.963 14.366 0.007 26.251 1.000 -2.398e+01 -4.371e-01 -1.910e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.241e+01 -1.799e+01 -2.400e+01 -2.385e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.566e+00 -5.634e+00 -6.038e+00 -2.400e+01 -1.765e+01 -1.345e+01 -8.223e-01 -6.069e+00 -5.313e+00 -2.400e+01 -9.580e+00 -1.447e+01 -6.948e+00 -2.400e+01 -2.400e+01 -2.041e+01 -2.396e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.118e+01 -1.171e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.036e+01 -2.333e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -8.981e+00 -1.357e+01 -4.793e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.001e+01 -2.297e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.400e+01 -2.400e+01 -2.400e+01 -1.950e+01 -1.783e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.937e+01 -1.811e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.392e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.883e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.280 -6.280  9.084 14.368 0.007 26.397 1.000 -2.398e+01 -4.371e-01 -1.899e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.229e+01 -1.775e+01 -2.400e+01 -2.371e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.445e+00 -5.634e+00 -6.038e+00 -2.400e+01 -1.740e+01 -1.333e+01 -8.223e-01 -6.069e+00 -5.314e+00 -2.400e+01 -9.459e+00 -1.435e+01 -6.948e+00 -2.400e+01 -2.400e+01 -2.017e+01 -2.393e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.106e+01 -1.159e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.012e+01 -2.313e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -8.859e+00 -1.345e+01 -4.793e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.977e+01 -2.275e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.400e+01 -2.400e+01 -2.400e+01 -1.938e+01 -1.771e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.925e+01 -1.799e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.388e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.871e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.160 -6.160  9.205 14.369 0.007 26.296 1.000 -2.398e+01 -4.371e-01 -1.887e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.217e+01 -1.751e+01 -2.400e+01 -2.349e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.324e+00 -5.634e+00 -6.038e+00 -2.400e+01 -1.716e+01 -1.321e+01 -8.223e-01 -6.069e+00 -5.314e+00 -2.400e+01 -9.338e+00 -1.423e+01 -6.948e+00 -2.400e+01 -2.400e+01 -1.993e+01 -2.388e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.094e+01 -1.147e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.988e+01 -2.292e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -8.737e+00 -1.333e+01 -4.793e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.952e+01 -2.251e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.926e+01 -1.759e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.913e+01 -1.787e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.381e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.859e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.398e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-5.040 -6.040  9.326 14.370 0.007 26.427 1.000 -2.398e+01 -4.371e-01 -1.876e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.205e+01 -1.727e+01 -2.400e+01 -2.321e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.203e+00 -5.634e+00 -6.037e+00 -2.400e+01 -1.692e+01 -1.309e+01 -8.223e-01 -6.069e+00 -5.314e+00 -2.400e+01 -9.217e+00 -1.411e+01 -6.948e+00 -2.400e+01 -2.400e+01 -1.969e+01 -2.381e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.082e+01 -1.134e+01 -5.035e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.964e+01 -2.269e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -8.616e+00 -1.321e+01 -4.793e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.928e+01 -2.228e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.913e+01 -1.747e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.901e+01 -1.775e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.371e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.846e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.398e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-4.920 -5.920  9.447 14.371 0.007 26.345 1.000 -2.398e+01 -4.371e-01 -1.866e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.192e+01 -1.703e+01 -2.400e+01 -2.289e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -9.083e+00 -5.634e+00 -6.037e+00 -2.400e+01 -1.668e+01 -1.297e+01 -8.223e-01 -6.069e+00 -5.314e+00 -2.400e+01 -9.096e+00 -1.399e+01 -6.948e+00 -2.400e+01 -2.400e+01 -1.944e+01 -2.371e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.070e+01 -1.122e+01 -5.035e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.939e+01 -2.245e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -8.494e+00 -1.309e+01 -4.793e+00 -2.398e+01 -2.400e+01 -2.400e+01 -1.904e+01 -2.204e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.901e+01 -1.734e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.889e+01 -1.763e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.359e+01 -5.421e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.834e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.397e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.398e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
-4.800 -5.800  9.568 14.372 0.007 26.469 1.000 -2.398e+01 -4.371e-01 -1.856e+01 -5.236e+00 -8.756e-01 -2.400e+01 -1.180e+01 -1.679e+01 -2.400e+01 -2.255e+01 -2.400e+01 -3.024e+00 -4.939e+00 -2.400e+01 -2.400e+01 -8.962e+00 -5.634e+00 -6.036e+00 -2.400e+01 -1.644e+01 -1.285e+01 -8.223e-01 -6.069e+00 -5.314e+00 -2.400e+01 -8.976e+00 -1.387e+01 -6.948e+00 -2.400e+01 -2.400e+01 -1.920e+01 -2.358e+01 -6.035e-01 -6.045e+00 -4.548e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.058e+01 -1.110e+01 -5.035e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.915e+01 -2.222e+01 -9.990e-01 -4.725e+00 -4.666e+00 -2.400e+01 -2.400e+01 -2.400e+01 -8.372e+00 -1.297e+01 -4.793e+00 -2.398e+01 -2.400e+01 -2.400e+01 -1.879e+01 -2.180e+01 -3.741e+00 -5.021e+00 -5.184e+00 -2.399e+01 -2.400e+01 -2.400e+01 -1.889e+01 -1.722e+01 -5.644e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -3.958e+00 -6.048e+00 -5.285e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.877e+01 -1.751e+01 -6.010e+00 -2.400e+01 -6.481e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.717e+00 -2.343e+01 -5.421e+00 -2.399e+01 -2.400e+01 -2.400e+01 -2.400e+01 -1.822e+01 -2.400e+01 -6.016e+00 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -4.778e+00 -2.396e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.398e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01 -2.400e+01
